question,answer_llm,answer_orig,document
"For the ToyAIKit question in Module 1, how do I pass max_output_tokens through OpenAIClient correctly?","Use `extra_kwargs` when creating `OpenAIClient`:

```python
from toyaikit.llm import OpenAIClient
import os

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

That’s the correct way to pass `max_output_tokens` in ToyAIKit for Module 1.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"If reducing max_output_tokens still does not work, what should I check in my .env, model choice, or OpenRouter key settings?","Check these three things:

1. Your `.env` should point to OpenRouter correctly:
```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2. Check your OpenRouter key limits and remaining credits here:
https://openrouter.ai/settings/keys

3. Use a pinned model instead of `openrouter/free`, because that can route to models with different limits. Prefer something like:
```env
OPENAI_MODEL=openai/gpt-oss-120b:free
```

If it still fails after that, I don't know.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In the Module 1 homework, what does it actually mean to point RAG at the chunk index instead of the original documents?","It means you should build and search the RAG index using the **chunked documents**, not the original full documents.

So if:

- `documents` = original full records
- `chunks` = split-up pieces of those records

then you should do:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

In practice, the RAG system then retrieves only the relevant chunks and puts those into the prompt, which reduces the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Should I build the search index from the split chunks or from the full documents for the homework?,"Build the search index from the split chunks, not the full documents.

For the homework, you should fit/search on the chunked records, e.g.:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

This is what “point RAG at the chunk index” means.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why do we use `index.fit(chunks)` and not `index.fit(documents)` in the RAG pipeline?,"We use `index.fit(chunks)` because the RAG pipeline is meant to build and search the index over the **chunked documents**, not the original full documents.

That way:

- retrieval returns **relevant chunks** instead of whole documents,
- only those chunks are added to the prompt,
- and the amount of context sent to the model stays smaller and more focused.

So:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"When RAG is pointed at the chunk index, does it retrieve whole docs or only the relevant pieces?","It retrieves only the relevant chunks, not the whole documents. The index should be built on the chunked documents, and the RAG pipeline then puts only those retrieved chunks into the prompt.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How does using chunks in the index help reduce the amount of context sent to the model?,"Using chunks helps because the RAG pipeline retrieves and sends only the relevant chunked pieces to the model, instead of entire original documents. This reduces the amount of context in the prompt.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the module 1 homework, if my numeric result is not exactly one of the choices, should I pick the closest option?","Yes — if your numeric answer is close but not exact, pick the closest option.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Why might my homework answer differ a bit from the multiple-choice options even when my code is correct?,"Not always. Your answer can be slightly off because of things like filtering differences, dataset versions, rounding/floating-point effects, or provider/model behavior.

If your numeric answer is close to one of the multiple-choice options, choose the closest option.

If it’s far from all options, re-check the question, the dataset version, and the homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
What should I check if my answer is way off from every option in the homework?,"If your answer is way off from every option, re-check:

- the question,
- the dataset version,
- and the GitHub homework instructions.

","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Can different dataset versions or rounding issues change the numeric answer in the homework?,"Yes. Different dataset versions, slightly different filtering, floating-point behavior, or rounding can change the numeric answer a bit.

If your answer is close to one of the options, choose the closest one. If it’s far from all options, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where can I find the general rules for homework submission and choosing answers?,"You can find the general homework rules in the **homework logistics** page:

- https://datatalks.club/docs/courses/zoomcamp-logistics/homework/

For the specific homework instructions and answer selection guidance, also check the **GitHub homework instructions** for your module:

- https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

If you want, I can also summarize the key rules from those instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Where should I look first when a homework task seems confusing, the course page or the GitHub instructions?","Look at the **GitHub homework instructions first**. The course platform is mainly for **submission and deadlines**, but GitHub usually has the extra context you need.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For the 2026 Module 1 homework, which GitHub links do I need to start with?","Start with these two GitHub links:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
Why do the homework questions sometimes feel different from the lesson if they’re based on the same material?,"The homework often feels different because it may use a different dataset or ask you to apply the same idea in a slightly different way, even though it follows the lesson workflow.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I still don’t understand a homework question, what’s the best way to ask for help in Slack?","Ask in Slack and include the code or command output as **text**, not a screenshot. Also follow the course’s [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
What should I paste when asking for help with homework: a screenshot or the actual code/output text?,"Paste the actual code or command/output text, not a screenshot.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How can I check token usage for Module 1 homework when I'm not using OpenAI?,"For Module 1 homework, if you’re using a different provider, check the **model response object** for its usage fields and use those token counts.

Examples:
- `response.usage.input_tokens`
- `response.usage.prompt_tokens`

If the provider doesn’t expose usage, use that provider’s **native tokenizer** as an approximation. Do **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for non-OpenAI models.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"If my LLM provider isn't OpenAI-compatible, where should I get the token count from?","Get it from the **model response object** for your provider.

If your provider is not OpenAI-compatible, check its **usage/token fields** in the response and adapt your code accordingly. If the provider doesn’t expose token usage, use that provider’s **native tokenizer** as an approximation.

Do **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for other providers.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Can I just use tiktoken or cl100k_base for Gemini or Mistral in the homework?,"No — for Gemini, Mistral, Hugging Face, Groq, or other non-OpenAI providers, you should not use `tiktoken` or `cl100k_base` as a generic tokenizer because tokenization differs by model.

For the current Module 1 homework, get the token count from the model response object’s usage fields, or use the provider’s native tokenizer if usage isn’t exposed.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my model response doesn't include any usage or token info?,"If your provider does not expose token usage, use that provider’s native tokenizer as an approximation.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the Module 1 multiple-choice questions, what if my token count is a bit off?","For Module 1 multiple-choice homework, if your provider doesn’t expose token usage, use that provider’s native tokenizer as an approximation and choose the closest option. If the token count is a bit off, that’s okay.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"What exactly are embeddings in vector search, and why do they turn non-numeric data into numbers?","Embeddings are a way of converting non-numeric data, like text, into numbers while preserving meaning and context.

Why turn them into numbers?

- Computers and search algorithms work best with numerical data.
- Embeddings place similar items close together in a vector space.
- That makes it possible to measure semantic similarity mathematically, such as with cosine similarity.

So in vector search, embeddings let us compare words, sentences, or documents by their meaning, not just by exact matching.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How do embeddings keep the meaning or context of text when they convert it into numerical form?,"Embeddings preserve meaning by mapping similar text to similar numbers. So if two pieces of non-numerical data have similar context or semantics, the embedding algorithm should produce numerical vectors that are close together in vector space. That proximity lets us measure semantic similarity mathematically.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Why should similar inputs produce similar vectors when using an embedding model?,"Because embeddings are meant to preserve meaning and context in numeric form. If two inputs are similar, their vectors should be close in vector space so that mathematical similarity methods, like cosine similarity, can detect that relationship.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How does the distance between embedding values help with semantic similarity search?,"The distance between embedding values helps because semantically similar texts tend to end up **closer together in vector space**. In vector search, we compare the query embedding to document embeddings using a similarity measure like **cosine similarity**.

- **Small distance / high similarity**: likely related in meaning
- **Large distance / low similarity**: likely unrelated
- Cosine similarity ranges from **-1 to 1**, where **1** means very similar

When embeddings are normalized to unit length, cosine similarity becomes the **dot product**, which makes search efficient with matrix multiplication.

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"What’s the connection between embeddings, vector space models, and dimensionality reduction?","Embeddings are the mechanism that turns text or other non-numerical data into vectors of numbers while preserving meaning. That connects directly to the **vector space model**, where documents and queries are represented as points in a high-dimensional space, so similarity can be computed mathematically.

**Dimensionality reduction** is related because embeddings usually compress complex data into a lower-dimensional vector representation than the original raw features, while keeping semantic relationships useful for search and similarity.

So, in short:
- **Embeddings** = the numeric vector representation
- **Vector space model** = the framework that uses those vectors for similarity search
- **Dimensionality reduction** = the idea of representing data in fewer dimensions while preserving meaning

","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
How can I get rid of the warning about the multi-qa-mpnet-base-dot-v1 model being made with an older sentence-transformers version?,"To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Do I need to update sentence-transformers to stop the v3.0.0 beta warning, and what should I install?","Yes. To suppress the v3.0.0 beta warning, upgrade `sentence-transformers` to version 3.0.0 or higher.

Install it with:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What's the easiest way to suppress the sentence-transformers warning for this model?,"To suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
I keep seeing a warning from multi-qa-mpnet-base-dot-v1 about sentence-transformers v3.0.0 bet — how do I fix it?,"To fix that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a pip command to avoid the warning message from this embedding model?,"Yes — to suppress that warning, upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Why did the lesson just use a dot product for cosine similarity instead of doing explicit normalization first?,"Because in the lesson the embeddings were assumed to already be unit-normalized, the dot product was effectively the same as cosine similarity.

So:
- if vectors are already normalized, `dot(a, b) = cosine_similarity(a, b)`
- if they are not normalized, you need to normalize them first, or the dot product won’t be true cosine similarity

That’s why the lesson could use a dot product directly, while the homework emphasizes explicit normalization.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings from `model.encode(...)` already unit vectors, or do we need to normalize them ourselves?","According to the context, `model.encode(...)` embeddings are assumed to already be normalized to unit length, so you can use `.dot(...)` directly as cosine similarity.

So: **no, you do not need to normalize them yourself in that lesson’s setup**.

For other embeddings, like TF-IDF + SVD, you **do** need to normalize them manually.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"In the homework with TF-IDF + SVD, why doesn't `.dot(...)` give cosine similarity right away?","Because in the TF-IDF + SVD homework the vectors are **not normalized by default**.

`.dot(...)` only gives cosine similarity **if both vectors have unit length**. In the lesson, that assumption held for the embeddings used there, so dot product and cosine similarity were effectively the same.

For TF-IDF + SVD, you need to **normalize the vectors first**; otherwise `.dot(...)` gives a plain dot product, not cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
When is dot product actually the same as cosine similarity in vector search?,"Dot product is the same as cosine similarity when **all vectors are normalized to unit length**.

In practice, that means:
- the document embeddings are normalized, and
- the query vector is normalized too.

Then:

\[
\text{cosine similarity} = \frac{a \cdot b}{\|a\|\|b\|} = a \cdot b
\]

because \(\|a\| = \|b\| = 1\).

If vectors are **not** normalized, dot product is **not** the same as cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Do I need to normalize classic embeddings before comparing them with cosine similarity?,"Yes — for classic embeddings like TF-IDF + SVD, you should normalize them before using cosine similarity.

Without normalization, the dot product is not the same as cosine similarity. Normalizing both the document vectors and the query vector to unit length makes the dot product equivalent to cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search in this module, should I index the question text, the answer text, or both together?","Use whichever gives the best retrieval results on your dataset.

The course says there’s no single right choice, but the three options are:

- **Question only**
- **Answer/text only**
- **Question + text together** — often the best, but slightly longer and a bit more expensive

The recommendation is to **run an experiment and compare hit rate / MRR on your ground-truth set**.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there one best way to build embeddings here, or do I need to test a few options on my own dataset?","There’s no single best way here. You should test a few embedding options on your own dataset and pick the one with the best hit rate / MRR.

The course suggests trying:
- embed the answer only
- embed the question only
- embed `question + "" "" + text`

Often `question + text` works best, but it’s not guaranteed.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
Why would embedding only the answer still work when the user asks a question?,"Because the embedding model captures **semantic similarity**. Even if you embed only the answer text, a user question can still be close in vector space to the answer that addresses it, so the search can retrieve the right item.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
